Names,Subscribers,Views,Videos,id,Date
b'Do\xc4\x9fu\xc5\x9ftan Merakl\xc4\xb1 - Curious by Nature',1390,374335,103,UCrBMeWRUn_JiYo7dmfuYGxA,2019-12-08T21:04:02.11192Z
b'Nature Tunes',56100,12440933,19,UCNW50s5X8vI0U1yZOI7nDZw,2020-08-25T08:12:57.990108Z
b'Yoga by Nature',643,94102,26,UCru-7AiQy141e1XX8jD5XZA,2016-10-12T18:41:29Z
b'Eveil et Nature',756,62781,23,UCAO2OuQhDp5aLP_ML_0RgNw,2014-12-02T12:33:59Z
b'Keep Nature Wild',129,22860,41,UCGyU3fFAs7AltU3nL1vljBg,2018-02-22T22:37:48Z
b'Human Nature - Topic',659,3050487,419,UC8A3LaecT6Cv2zM5m6GAJrA,2013-06-14T02:06:21Z
b'Indonesia Nature Film Society',68200,5185673,172,UCRo9ynJvNv_6crWrDTXTRJg,2014-06-30T04:25:49Z
b'Nature of Ukraine',942,359288,13,UCNxmuq6t1fnYNxIs5ctpJHg,2019-02-02T19:13:37Z
b'Pokemon  Nature & Jain Culture & fun',445,2138,118,UCWeMHs78HVEKktMvRUfpyxA,2014-04-24T08:21:02Z
b'WILD NATURE',1100,234342,177,UCcCsNEtz5P579hhI5SzYbUQ,2020-09-25T15:20:20.026116Z
b'Secrets Of Nature Urdu',368,1476,3,UCWFueRaAz9glSC89cOLs8ww,2021-10-17T12:16:22.109703Z
b'Chirp Nature Centers',262,8535,49,UCqk3yEcPwdOFapqQ2BBTatw,2018-09-27T17:45:53Z
b'Nature In The Middle',141,12959,72,UCtMdXzbntYTsAhTnuxPdAuA,2020-04-05T18:58:17.563393Z
b'Turkish Chef in Nature',592,8279,38,UC4ua60HiZXVjXz2oaE6_MXw,2021-05-27T15:06:06.968Z
b'LoungeV Films - Relaxing Music and Nature Sounds',518000,207523561,77,UCyupwg56cb-DKlz8fg09Vbw,2011-05-30T20:11:34Z
b'Info nature',1510,930859,36,UC3Dn4Kf_n3ABc0uMDWYHFDA,2014-10-29T17:30:54Z
b'Beautiful Nature 777',787,41687,121,UCv4Ba4EXbCQ3MqH6fA_GsMA,2020-04-30T15:21:10.010144Z
b'Educated by Nature',139,14683,78,UCOzuJUXxzqPnFOW7oh8lTqw,2015-01-08T15:57:27Z
b'Denver Museum of Nature & Science',3360,786418,586,UCmDW6qywHYqJEu-YEt6_0UA,2008-08-08T15:35:04Z
b'Nordic by Nature',431,27179,47,UCY6_zTACAOH9SdnPrkhfXyQ,2021-01-15T19:23:15.989129Z
b'Nature Will Nurture',250,9756,35,UCuzA_KZo87Gf9M9qHQvMlxw,2020-12-26T20:29:17.534757Z
b'Marley Peifer',2050,101870,243,UCmzSZyj2zg8OpjI3zJ8ri3Q,2009-03-13T14:54:06Z
"b""Nature's Whim""",3180,239046,163,UCsH2ppHQVNifFjRXPbNPeRQ,2015-06-07T11:40:59Z
b'Sharing Nature',457,24065,27,UCKnOMy6VeHcix5PL7dGqWhw,2012-01-09T08:30:22Z
b'Astronomy and Nature TV',70600,9673383,149,UCIwQ5bWXAf57sE5HN6ldW3Q,2009-10-07T19:28:32Z
b'The Nature Conservancy Mexico',232,28826,155,UCQrEhFcLFpPgT_7SMVsJabQ,2017-03-31T03:13:42Z
b'Handsome Nature',29700,15331488,1124,UCJLIwYrmwgwbTzgmB5yVc7Q,2015-07-22T01:24:59Z
b'Nature Sounds - Topic',9670,16421501,216538,UCyfzggiXvfMdKlK7YdH_GIA,2015-09-18T13:07:12Z
b'Nature House Inc',5340,182324,22,UCXRZKi-KF57NtckgOiZTYTw,2016-03-17T17:12:37Z
b'NatureTec',43100,7877868,157,UC-HQ-oPvL148RmDxpV4jzlQ,2013-08-19T04:25:04Z
b'Nature on PBS',620000,201985940,407,UCcBp_9YPyma4c3HTadmRJ3Q,2013-03-15T20:38:59Z
b'Nature Mam',27300,11705639,67,UCzsd9CGH2Rx-rnag-NQOsFA,2020-06-11T07:58:37.873674Z
b'Nature Folklore',512,15939,166,UCk9dtZCnk1yVJhs9ztJwE-A,2017-03-04T22:57:15Z
b'Nature Channel Youtube',2,19,3,UCFhsV3lNXxekoDj4EVgiM2w,2021-10-20T02:46:58.65124Z
b'Nature Trails',10700,1826770,391,UCuyKYJ4gFSFFRlSOZqdGxiQ,2012-09-27T21:12:31Z
b'Nature Crafts',26800,2420332,37,UCm7sRiHhQiSCmUb9VBlxnZQ,2020-11-13T11:58:54.345378Z
b'Nature Arabic',12200,626497,85,UCUtBRzsDvTeIPyyJrhXM07Q,2014-10-23T09:25:14Z
b'OUTSOURCED TO NATURE',475,67619,57,UC22uuRUcbZ2WPmKU83_K3hw,2018-06-14T10:30:55Z
"b""Nature's Friends""",12400,3871061,189,UCZQ9giEvQHRDd4dqEaFmtug,2010-04-24T19:52:48Z
b'Agence du Don en Nature',259,148109,127,UCc9sGgl4OfSteqR43zFAFtw,2011-02-14T13:36:07Z
b'Gituralde Nature',1330,47075,374,UC8QWEzUrXBdeFGCEW3zh0pw,2019-03-24T20:01:21Z
b'Canadian Museum of Nature',8140,5184203,325,UC_PnMdgqK_ESES5iGQOzbwA,2008-10-23T12:44:52Z
b'Course of Nature - Topic',760,482750,43,UCHeXWKoo1tqSMra3x8MM42A,2013-05-21T16:07:27Z
b'Nature & Progr\xc3\xa8s Belgique',714,206042,146,UC9aeWw13fnduJNEY8RdBZ4Q,2014-04-01T07:03:48Z
b'Nature Sense Gardening',131,10421,23,UCymDl1h-ZSYF381-Ol_hkOg,2021-02-22T07:49:25.395017Z
b'Fleurance Nature',334,40731,40,UCKzNdliiY7iNjOGw9mrthbA,2013-09-19T08:45:04Z
b'Nature Safari India',433,25158,27,UCL0t4RDlueLHPiA7nBSLZRg,2015-05-28T06:19:46Z
b'D6 Nature',3800,238602,224,UCu2ksIf0ZH_Xfthcl9dLXLQ,2013-05-03T21:47:03Z
b'Environmental Nature Center',267,33329,137,UCSAKkxRS-1phEu_0cXadLyQ,2008-12-24T21:07:25Z
b'Nives Haag - Mama by nature',389,15837,53,UCkfmP7ICwh8qNKmG536vsnQ,2013-11-09T15:08:12Z
b'Next Nature Network',746,576071,93,UCTH9rEAL5ex3VX5Nq-iPiqQ,2007-04-30T08:48:02Z
b'World Nature Video',29800,6482340,547,UC0b8vOMYk5Dp_YbceazW0GA,2008-02-16T14:30:52Z
b'Nature Therapy',114000,14010714,83,UCvjdJXI9un8E2oC-HixorwQ,2019-07-02T10:47:59Z
b'Exploring the Nature of Wyoming | UWyo Extension',2800,2139151,443,UCPhgzOoBuQT51LA2Cmu7HWA,2008-10-09T21:14:36Z
"b""Nature's Compendium""",35400,2456898,11,UCLoaezPdoUXbYOsBY-gMAUw,2017-12-22T06:58:33Z
b'Wild Bear Nature Center',55,5947,28,UCGZwejV6pqWyQfzpusVYZew,2014-04-08T18:49:24Z
b'Nature Made',2480,49915422,43,UCZAfdC5x8J2QmGvsXEmPl3A,2006-05-06T16:14:23Z
b'Nature Hiking by DECATHLON',595,294285,32,UCKso4VxYuzx_XyCrN89mJ6Q,2018-07-17T06:38:26Z
b'Nature-Sport&Travel',254,56911,46,UCGnoKSQX5WAb2MRJqBIV7Lw,2007-04-04T14:44:02Z
b'YES Nature to Neighborhoods',31,6122,26,UCSSV7Uk47LSCc0Q1a09lWQA,2009-07-06T21:39:18Z
b'Nature Chilled',435,98016,73,UC-1CLmq-JXRMVptIJDoaF1g,2008-07-04T12:17:05Z
b'Back to Nature',22400,5310,11,UCbY3AZeu4vu3t-n53MgvUrA,2017-01-15T01:39:27Z
b'HAPPYHAPPY - Sport Sant\xc3\xa9 Nature !',928,38808,64,UCKjQsfFtBythnqq2aROuLfw,2020-05-01T08:01:31.242616Z
"b""L'Esprit Nature""",633,227622,37,UCD6YVHgUrUzgJDuY_tSliFQ,2013-08-06T19:22:23Z
b'Nature Made',2480,49915422,43,UCZAfdC5x8J2QmGvsXEmPl3A,2006-05-06T16:14:23Z
b'Nature Hiking by DECATHLON',595,294285,32,UCKso4VxYuzx_XyCrN89mJ6Q,2018-07-17T06:38:26Z
b'Nature-Sport&Travel',254,56949,46,UCGnoKSQX5WAb2MRJqBIV7Lw,2007-04-04T14:44:02Z
b'Nature Chilled',435,98016,73,UC-1CLmq-JXRMVptIJDoaF1g,2008-07-04T12:17:05Z
b'HAPPYHAPPY - Sport Sant\xc3\xa9 Nature !',928,38808,64,UCKjQsfFtBythnqq2aROuLfw,2020-05-01T08:01:31.242616Z
"b""L'Esprit Nature""",633,227622,37,UCD6YVHgUrUzgJDuY_tSliFQ,2013-08-06T19:22:23Z
b'Business for Nature',66,7192,19,UCIe4UPY_-DsQkRlnEcnBCAg,2020-02-12T15:45:42.819312Z
"b""Nature's Idol""",6970,574400,28,UCLfzMqGgDhWPLWR03su96Eg,2018-10-10T11:06:17Z
b'Nature minimaliste (Bushcraft)',6210,431846,55,UCm18Gx2FonVW6j7l08cOy6Q,2013-12-02T08:53:33Z
b'Passion Nature',772,209867,715,UCQQ_9MRHJKk81Yn9--il6Gg,2015-10-28T22:28:34Z
b'DC dude nature',33,1572,27,UC55JhkSNjbITo_wBVixYylg,2020-09-29T14:36:54.082608Z
b'Nature Conseil',58,6087,1,UCEXn94P-_CV0q0eMusEkmbg,2020-04-14T13:16:32.876227Z
b'Nature Lives In You',63,3381,61,UCk_z_M21PZwyrStxGYQA-ug,2021-01-28T03:22:40.069056Z
b'SOOTHING VOICES OF NATURE',27,7570,6,UCUIzlHeBVS3mZtfmbeHRX8w,2021-09-18T20:12:57.515988Z
b'The Nature Sound',47400,4495389,130,UCpoBqGEcBC1ZjtHPnjmel8w,2018-04-26T08:30:53Z
b'Springer Nature Group',6270,428132,275,UCIbD6EDPsFkZFQXVfikRdlQ,2017-04-06T14:43:04Z
b'satisfying Nature',2,0,1,UCtStlPudwXIK2inz50yR2xg,2021-11-03T14:57:36.743482Z
b'Draw in Nature',24,10432,12,UCCt-yZ-ZlMCBYquRAUEAZ1w,2021-09-20T07:21:43.363314Z
b'Soci\xc3\xa9t\xc3\xa9 nationale de protection de la nature',153,17212,80,UCcWdKV2ZcLRBwDrMmzLzMFg,2014-03-17T10:49:03Z
b'Nature Clean\xe6\xbd\x94\xe8\x8c\xb5\xe9\x9b\x85',6,4694,4,UC_-vMvKxadreO8FKl93whZA,2017-01-19T07:07:11Z
b'tNt Nature Connections',600,33702,33,UCD7E6j7DyKWUSfTk78VbY4A,2020-09-03T23:35:10.33699Z
b'Nature of arts 390',31,256,5,UCPMc3_YclWsXdxaa4yO2QiA,2021-09-29T17:02:06.97931Z
b'Eleny Inoue Nature Flores',70500,6191726,741,UCXspOkmmxlSj5OGJQxMgZ_w,2014-04-07T12:04:08Z
b'The Nature Conservancy in New Jersey',739,113547,109,UCGqVOeLs1jdpmkDWiVSKD1w,2014-02-06T14:40:33Z
b'Fondation des Amis de la nature NATURAMA',8,518,3,UCK9sghdYC3qozX0rO0no1Xw,2016-04-25T09:36:27Z
b'Nature Fishing 2.0',20000,6781261,76,UCqNoeu25q29xdlP5gomVWcA,2017-10-29T13:57:50Z
"b'Nature, Here and Now! - Chris Egnoto'",27200,4382300,425,UC_9nKLUNEp68pYWSikA8pzg,2010-07-22T06:54:55Z
b'Nature Of Village',172,5201,76,UC3nZj_sD_spJwfir39f_wdg,2021-07-18T08:39:32.066731Z
b'Lacoco Nature',0,0,2,UCqtJ2xKqEZqpsLeZl-hWIzw,2021-11-03T02:14:54.029577Z
b'Ecoshape Building with Nature',69,10780,45,UCMU-cnxCsliKYmj7yE2804A,2016-03-13T07:52:51Z
b'Natural England',1270,150795,133,UC-7Zj-5xg5TZPBv2nXE6nNQ,2009-11-05T13:48:40Z
b'Nerding for Nature',4400,443644,103,UCuS52O9gRYXNZoLByaGNpjQ,2015-03-08T00:23:04Z
"b""Nature Lap's""",1730,64397,10,UCiC8fUys_in6WnuLFNy_OtQ,2020-03-24T18:29:13.260892Z
b'Nature Connection Guide',203,7878,23,UCk9nv1sjxCi65eK-NXJ-MYg,2017-03-21T12:55:31Z
b'Nature Play Lifestyle',784,19816,69,UCLPF7GOcvR7OxmoBgcUnu2Q,2020-03-23T02:00:10.05102Z
b'Sculpture Nature',142,25050,20,UCq8Juf-xFMBWSUHbch3RKSQ,2013-06-05T17:26:51Z
b'Quiet Nature Ltd.',329,79569,41,UCU6W-rtWmIdIntZHboOnbnw,2013-08-26T17:14:16Z
b'Ultra Nature',252,10836,1,UCZmyhnkWG7srxV5OW_YRHpg,2016-04-08T15:51:43Z
b'The Green Nature[CSN]',1410,143246,85,UCcrovm-6oTc73GSkxbmfuhw,2014-01-20T17:50:22Z
b'Majestic Nature And Adventures',1740,58344,100,UCXTu3bph4gs5ry2tJr_zEEA,2017-02-12T04:50:18Z
b'Freetime Nature',28,393,2,UCFRyEN6P6GoWPe8B5BbM3Vw,2013-08-08T19:40:23Z
b'Oud & Nature',5770,230734,39,UCnHMbfmZ1P_J6w5VSKc6XGg,2018-06-30T23:40:24Z
b'World Nature Relaxation',8,163,3,UCScK93Fr9iIqVUhXc-T7Xlg,2021-05-14T06:58:47.646918Z
b'Golden Nature',16,1706,1,UCW4XOa3g-3pnclAPwRWp79g,2019-05-22T13:12:06Z
b'Israel Nature Valley',2980,4727315,61,UCJ6w0CgZaoPKOAYcxXRNrlw,2014-05-11T06:53:43Z
b'Relaxing Music Nature',1,2156,20,UChYTsZG1rY735uUSe6SPcwQ,2021-06-11T19:12:33.399745Z
b'Nature Chimes-  Copy Right  Free Nature Vidoes',692,210378,916,UCrEaZmOLKHwC276V-kylPGg,2020-07-10T09:43:11.318737Z
b'APPI La force de la nature',134,60480,52,UC-BCJUxNp7v3w2_z6xjwgVQ,2015-12-16T14:55:51Z
b'\xe8\x87\xaa\xe7\x84\xb6\xe9\x80\xa0\xe7\x89\xa9made in nature',14,204,5,UCPEU2BOYeWxXtVmcaQP_f8A,2015-08-17T06:01:53Z
"b""Yatoo Korean Nature Artists' Association""",43,10722,56,UCKn4_1bnHEfWlHi4EroHxfw,2011-10-07T08:26:10Z
b'Nature Graphique',21,5462,33,UCTTpIgeU_rwXYTSARncgtZw,2011-09-19T17:57:39Z
b'Human Nature Lab',92,2313,24,UClWOaO-iO04UqsHdXAJh-MQ,2018-03-22T19:37:32Z
b'Charm Of Nature - Relaxing Music',1110,54068,108,UCd9uwFzq68F9_g6FHVqsjxQ,2019-03-04T14:42:39Z
b'VMH Nature',19,9734,67,UCpge20BrkCfzlxYuzR_RcLQ,2021-08-24T04:59:01.988469Z
b'Natural History Museum',157000,34718184,631,UC7zosc8-0T6Dfyo1bg0w7KA,2006-10-18T12:59:09Z
b'Michigan Nature Association (MNA)',99,19370,55,UCBwLGhOQ1eh2SmL9IGoGahA,2008-05-01T18:45:56Z
b'ZEISS Nature',1980,598462,32,UCylGJwFC-HwgSyBmnO6I1DQ,2014-06-11T20:04:24Z
b'Nature to Print',378,155994,90,UCvYKAGuvzt5TI2v2l9AdIDA,2017-11-14T10:14:00Z
b'Children & Nature Network',314,54787,113,UCgMyJ8kuzyokIilr6dTRFrA,2008-04-07T17:19:02Z
b'Relaxing with nature ',11,368,11,UCV4BmbjrZP8A7T3Tbr6bkJQ,2021-07-28T20:59:28.329959Z
b'Nature Days',186,15185,140,UCDXOJ1IVfClsnj99NuCHmAQ,2020-03-29T12:13:49.802781Z
b'Nature lover Karnataka',48900,6363162,136,UCVEUOVo1x93VKnQ7PdH1U3Q,2013-02-03T16:06:51Z
b'Wildlife and Nature with Joe and Mary Ann McDonald',1080,36239,23,UCL0kTSo7NGthtQ5XXprdCJg,2020-04-11T00:33:15.000574Z
b'Taste of Nature',6630,673232,58,UCJoYW7jZIYjtiIPzxRAFMqA,2012-11-22T08:07:26Z
"b""Leaders' Pledge for Nature""",234,27931,115,UCnuTCSpwAkwkx4evUqq8tNA,2020-09-24T09:01:13.497053Z
b'Second Nature',2560,122417,53,UCXKqXMZ0zpseS2QSJB_-Ptw,2018-03-09T13:44:31Z
b'Dominique Lalonde Films Nature',10700,5205818,1073,UCTZ8c_jl3N7ZrQWpdIVRotg,2010-01-18T01:05:26Z
b'NATURE TV',1320,227281,33,UCYpN7DmEYpqFi0dT4HradZQ,2015-08-28T12:40:41Z
b'Enjoy Nature With Me',4900,91612,20,UCZPnDJtruQz8D66qe0DkD5Q,2014-06-12T18:02:39Z
b'Nature Pilates',1110,86311,28,UCUqlAav4xh00fCdio7olEgQ,2014-02-12T21:07:24Z
b'Nature in Motion',2390,1004947,415,UCJ2iEp9598fAgiqdMwMZX_g,2008-08-03T06:50:25Z
b'History - Travel - Nature',1590,153341,120,UCyO-sibuV1r2hLSHOqyf9Ag,2017-07-21T18:03:26Z
b'Liquid Nature',8020,620535,117,UCTyZCR77IflgaGTu41rXcAQ,2017-09-18T20:46:35Z
b'Mother Nature',1310,77595,40,UCFekDIixGIX2YbUr5KmG0Lw,2015-09-26T04:16:59Z
b'GIVING NATURE A VOICE',1240,172519,81,UCv678I0l-IVn5p7MfreVVVg,2016-04-12T13:23:08Z
"b""Nature's Pact""",2450,57970,4,UC1Squ14p45P9psWKjR6gLNg,2018-12-10T21:43:53Z
"b""Myriam's Nature""",103000,4344525,189,UC-Yr-p69aSD4vRn9mwpE4ug,2012-08-11T00:01:05Z
b'\xd8\xb9\xd8\xa7\xd8\xb4\xd9\x82 \xd8\xa7\xd9\x84\xd8\xb7\xd8\xa8\xd9\x8a\xd8\xb9\xd8\xa9 nature lover',382,46909,509,UC55vahwHrgpbQxcMsWnlleQ,2021-07-15T22:12:31.17258Z
b'Vio Nature',3660,1946368,23,UCo4hCGYBVhwynmkL227bonQ,2020-06-11T00:37:59.941345Z
b'Nature MAUI channel',626,224314,100,UC9rcmduHUpACOKlLdOWIwvg,2019-11-19T05:36:51.991029Z
b'baXll Nature Motion',22200,5022577,233,UCl0nxA64ZiFCxPiGJZrQrIg,2019-05-18T03:58:55Z
b'NaturaL YT',336000,42756421,346,UCGt8G34gDFAWHVFII7WogWQ,2017-07-13T23:44:28Z
b'\xd0\x91\xd1\x80\xd1\x83\xd1\x81\xd0\xb8\xd0\xbb\xd1\x96\xd0\xb2 Nature',164,40955,98,UCh5MXWgj0MpxvZL7qYfWgcA,2020-05-12T17:15:21.183644Z
b'Abbott Nature',558,23842,37,UCRHGDVXtB6n3EP4curjh6zw,2013-05-18T01:17:50Z
b'Saveurs et Nature',34,8559,10,UCO8Aa2C8LsMKywLXcyoIYuw,2015-12-18T16:46:30Z
b'Oph\xc3\xa9lie - Ta M\xc3\xa8re Nature',23800,958960,101,UC5x6ksDxBLNxRqoQisLJCfw,2011-10-01T22:53:22Z
b'Relaxing Nature',0,4,1,UC1q1HPFuasuGhgMjkyuxGoQ,2021-11-02T14:15:36.04525Z
b'Learning for Nature',1300,92322,233,UCaR4sZUyd8CClClaQC-fQKA,2018-10-11T16:10:49Z
b'Natures Voice',148000,17965654,562,UCRpqEYRo8-AAOj8kVrTud0w,2016-02-16T11:41:17Z
b'Ni\xc3\xb1os & Nature',282,6147,19,UCG19ezhMTwoBsCphgVG6rzg,2020-06-30T17:28:01.049395Z
b'Crazy Nature',311,397660,7,UCS8EiQe-VeuQf_TzhRwLJvA,2020-06-23T16:30:16.247402Z
b'Nature Photo Team',2250,72765,59,UCIOZ10ZfelRvbnCqTnN9lTw,2019-11-28T23:15:45.889286Z
b'Sant\xc3\xa9 Nature Innovation',1940,102083,19,UCynyA6tMOCvHjL9U0dSRpfA,2015-02-04T13:34:06Z
